,coaster_name,Location,Status,Manufacturer,Model,Lift/launch system,Trains,Designer,year_introduced,latitude,longitude,track_type,opening_date_clean,speed_mph,height_ft,Inversions_clean,Gforce_clean,Length_ft,Height_restriction_in,Cost_USD,Acceleration_clean,Max_vertical_angle,Duration_seconds,Capacity_riders_per_hour,Drop_ft
962,Flight of the Hippogriff,Other,Unknown,"Vekoma (Orlando, Japan)Mack Rides (Hollywood, Beijing)","Junior Coaster (335m)[1] Youngstar Coaster (Hollywood, Beijing) [1]",Drive tire,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,Universal Creative,2016,40.2864,-76.6531,Steel,Unknown,28.5,91.9,0,4.0,1099.1,36.0,8540000.0,9.1,65.0,66.0,1080,92.0
963,Flying Aces (roller coaster),Ferrari World Abu Dhabi,Operating,Intamin,Wing Coaster (Intamin),Cable lift hill,2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Unknown,2016,40.2864,-76.6531,Steel,2016-02-24,74.6,206.7,1,5.0,4921.0,3.0,8540000.0,9.1,65.0,105.0,1008,92.0
964,The Flying Dinosaur,Universal Studios Japan,Operating,Bolliger & Mabillard,Flying Coaster - Custom,Chain lift hill,4 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Unknown,2016,34.6634,135.4305,Steel,2016-03-18,62.0,91.9,5,4.0,3687.7,20.47244094488189,10000000000.0,9.1,65.0,105.0,1080,124.0
965,Formuła (Energylandia),Energylandia,Operating,Vekoma,Space Warp Launch Coaster,LSM,2 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,Unknown,2016,40.2864,-76.6531,Steel,2016-06-25,49.2,81.0,3,3.8,1840.0,47.24409448818898,8540000.0,23.13,65.0,105.0,1080,92.0
966,The Joker (Six Flags Discovery Kingdom),Six Flags Discovery Kingdom,Operating,Rocky Mountain Construction,I-Box,Chain lift hill,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Alan Schilke,2016,40.2864,-76.6531,Other,2016-05-29,53.0,91.9,3,4.0,3200.0,48.0,8540000.0,9.1,78.0,120.0,1080,92.0
967,Lightning Rod (roller coaster),Dollywood,Operating,Rocky Mountain Construction,Topper and I-Box Track,Linear Synchronous Motor,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Alan Schilke,2016,40.2864,-76.6531,Steel,2016-06-13,73.0,91.9,0,3.5,3800.0,48.0,22000000.0,9.1,73.0,192.0,1080,165.0
968,Lost Gravity (roller coaster),Walibi Holland,Operating,Mack Rides,BigDipper,Chain lift hill,4 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,Unknown,2016,52.4424,5.7663,Steel,2016-03-24,54.1,105.0,2,4.3,2230.0,7.0,8540000.0,9.1,90.0,153.0,800,92.0
969,Mako (roller coaster),SeaWorld Orlando,Operating,Bolliger & Mabillard,Hyper Coaster,Chain,3 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Unknown,2016,28.4095,-81.4591,Steel,2016-06-10,73.0,91.9,0,4.0,4760.0,53.93700787401575,8540000.0,9.1,65.0,105.0,1080,200.0
970,The Monster (Adventureland),Adventureland (Iowa),Operating,Gerstlauer,Infinity Coaster,Vertical Chain Lift Hill,Unknown,Unknown,2016,41.6518,-93.5014,Steel,2016-06-04,65.2,133.2,5,4.0,2500.0,48.0,9000000.0,9.1,101.0,120.0,720,92.0
971,Pulsar (roller coaster),Walibi Belgium,Operating,Mack Rides,PowerSplash,LSM launch,2 trains with a single car. Riders are arranged 4 across in 5 rows for a total of 20 riders per train.,Unknown,2016,50.6988,4.5903,Steel,2016-06-04,62.8,147.6,0,4.0,712.0,48.0,9350000.0,9.1,90.0,78.0,950,92.0
972,Raik,Phantasialand,Operating,Vekoma,Junior Boomerang,Drive tire lift hill,Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Unknown,2016,50.7996,6.8828,Steel,2016-06-30,38.5,91.9,0,4.0,689.0,48.0,8540000.0,9.1,65.0,105.0,720,92.0
973,Recoil (Wonderla Hyderabad),Other,Unknown,Vekoma,Boomerang,Unknown,Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Unknown,2016,40.2864,-76.6531,Steel,Unknown,47.0,91.9,3,4.0,935.0,48.0,8540000.0,9.1,65.0,108.0,760,92.0
974,Seven Dwarfs Mine Train,Other,Unknown,Vekoma,Custom,Two chain lift hills,5[4] trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Walt Disney Imagineering,2016,40.2864,-76.6531,Steel,Unknown,34.0,91.9,0,4.0,2000.0,38.0,8540000.0,9.1,65.0,170.0,1080,39.0
975,Storm Chaser (roller coaster),Kentucky Kingdom,Operating,Rocky Mountain Construction,I-Box – Custom,Chain lift hill,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Alan Schilke,2016,38.1958,-85.7503,Steel,2016-04-30,52.0,91.9,3,3.8,2744.0,48.0,10000000.0,9.1,78.0,100.0,960,92.0
976,Taron (roller coaster),Phantasialand,Operating,Intamin,LSM Blitz Coaster,LSM,4 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,Unknown,2016,50.7996,6.8828,Steel,2016-06-30,72.7,98.4,0,4.0,4330.0,3.0,8540000.0,9.1,65.0,105.0,1200,92.0
977,The Joker (Six Flags Great Adventure),Other,Unknown,S&S – Sansei Technologies,4D Free Spin,Chain lift hill,5 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,Alan Schilke,2016,40.2864,-76.6531,Steel,Unknown,38.0,91.9,6,4.0,1019.0,48.0,8540000.0,9.1,65.0,105.0,720,54.0
978,Tron Lightcycle Power Run,Other,Unknown,Vekoma,Motorbike roller coaster,LIM Launch,7 trains with 7 cars. Riders are arranged 2 across in a single row for a total of 14 riders per train.,Walt Disney Imagineering,2016,40.2864,-76.6531,Steel,2016-06-16,59.3,91.9,0,4.0,3169.3,48.031496062992126,8540000.0,9.1,65.0,105.0,1680,92.0
979,Valravn (roller coaster),Cedar Point,Operating,Bolliger & Mabillard,Dive Coaster,Chain lift hill,3 trains with 3 cars. Riders are arranged 8 across in a single row for a total of 24 riders per train.,Unknown,2016,41.4813,-82.684,Steel,2016-05-07,75.0,91.9,3,4.0,3415.0,20.47244094488189,8540000.0,9.1,90.0,143.0,1200,214.0
980,Wildfire (Kolmården Wildlife Park),Kolmården Wildlife Park,Operating,Rocky Mountain Construction,Topper Track - Custom,Chain lift hill,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Alan Schilke,2016,58.6653,16.4664,Wood,2016-06-28,71.5,183.7,3,4.0,4150.0,48.0,110000000.0,9.1,83.0,120.0,960,161.0
981,Dawson Duel (roller coaster),Other,Operating,Wiegand,Sport Coaster,Cable lift hill,46 trains with a single car. Riders are arranged 1 across in 2 rows for a total of 2 riders per train.,Unknown,2017,50.8483,2.9475,Steel,2017-05-05,24.9,91.9,0,4.0,1607.6,3.0,4400000.0,9.1,65.0,105.0,800,92.0
982,DC Rivals HyperCoaster,Warner Bros. Movie World,Operating,Mack Rides,Hyper Coaster,Chain,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Unknown,2017,-27.908,153.314,Steel,2017-09-22,71.5,202.1,0,4.3,4593.2,3.0,30000000.0,9.1,65.0,105.0,960,195.0
983,Dragon's Run,Other,Unknown,Bolliger & Mabillard,Sitting Coaster,Chain lift hill,8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Unknown,2017,40.2864,-76.6531,Steel,Unknown,65.0,91.9,6,4.0,3738.0,54.0,8540000.0,9.1,65.0,105.0,1080,150.0
984,Gold Rush (Slagharen),Attractiepark Slagharen,Operating,Gerstlauer,Infinity Coaster,Linear motor launch,Single train with 5 cars. Riders are arranged 4 across in a single row for a total of 20 riders per train.,Unknown,2017,52.6244,6.5619,Steel,2017-04-13,59.0,91.9,2,4.0,2300.0,3.0,5500000.0,9.1,65.0,105.0,800,92.0
985,Hydrus (roller coaster),Casino Pier,Operating,Gerstlauer,320,Unknown,2 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,Werner Stengel,2017,39.9428,-74.0721,Steel,2017-05-26,45.0,91.9,3,4.0,1050.0,48.0,8540000.0,9.1,97.0,105.0,1080,70.0
986,InvadR,Busch Gardens Williamsburg,Operating,Great Coasters International,Unknown,Chain lift hill,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,"Jeff PikeSkyline Design, LLC",2017,37.2325,-76.6486,Wood,2017-04-07,48.0,91.9,0,4.0,2118.0,46.0,8540000.0,9.1,65.0,105.0,1080,74.0
987,Kraken (roller coaster),SeaWorld Orlando,Operating,Bolliger & Mabillard,Custom,Chain lift hill,3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Werner Stengel,2017,28.4111,-81.4583,Steel,2000-06-01,65.0,91.9,7,3.9,4177.0,54.0,8540000.0,9.1,65.0,122.0,1500,144.0
988,Lech Coaster,Legendia,Operating,Vekoma,Bermuda Blitz,Chain lift hill,2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Unknown,2017,40.2864,-76.6531,Steel,2017-07-01,59.0,131.2,3,4.0,2979.0,47.24409448818898,13200000.000000002,9.1,65.0,104.0,1000,92.0
989,Mine Blower,Fun Spot America (Kissimmee),Operating,The Gravity Group,Unknown,Chain lift hill,2 trains with 6 cars. Riders are arranged 2 across in a single row for a total of 12 riders per train.,Unknown,2017,40.2864,-76.6531,Wood,2017-06-23,48.5,91.9,1,4.0,2290.0,48.0,6000000.0,9.1,65.0,105.0,1080,80.5
990,Mystic Timbers,Kings Island,Operating,Great Coasters International,Unknown,Chain lift hill,3 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,Skyline Design,2017,40.2864,-76.6531,Wood,2017-04-15,53.0,91.9,0,4.0,3265.0,48.0,15000000.0,9.1,65.0,120.0,1200,98.0
991,Patriot (California's Great America),California's Great America,Operating,Bolliger & Mabillard,Floorless Coaster,Chain lift hill,2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Werner Stengel,2017,37.3967,-121.9732,Steel,1991-03-09,45.0,91.9,2,4.0,1920.0,21.25984251968504,8540000.0,9.1,65.0,134.0,1200,92.0
992,Pégase Express,Parc Astérix,Operating,Gerstlauer,Family Coaster,Unknown,4 trains with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Jora Vision,2017,49.1336,2.5737,Steel,2017-06-11,32.3,91.9,0,4.0,3044.6,3.0,17600000.0,9.1,65.0,180.0,1200,92.0
993,Red Force (roller coaster),Ferrari Land,Operating,Intamin,Unknown,LSM,3 cars. Riders are arranged 2 across in 2 rows for a total of 12 riders per train.,Unknown,2017,40.2864,-76.6531,Steel,2017-04-07,111.8,367.5,0,4.0,2890.0,55.118110236220474,8540000.0,10.01,90.0,105.0,1200,92.0
994,Star Trek: Operation Enterprise,Movie Park Germany,Operating,Mack Rides,Unknown,LSM launch,5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Unknown,2017,51.6223,6.9729,Steel,2017-06-14,55.9,131.2,3,4.0,2360.0,3.0,8540000.0,9.1,65.0,105.0,1080,92.0
995,Star Wars Hyperspace Mountain,Disneyland Park (Paris),Operating,Vekoma,Unknown,Electric Winch Launch / Booster wheels (second lift),5 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Walt Disney ImagineeringWerner Stengel,2017,48.8741,2.7793,Steel,2017-05-07,44.0,91.9,3,4.0,3281.0,47.2,8540000.0,9.1,65.0,135.0,2400,92.0
996,The Joker (Six Flags Great America),Other,Unknown,S&S – Sansei Technologies,4D Free Spin,Chain lift hill,5 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,Alan Schilke,2017,40.2864,-76.6531,Steel,Unknown,38.0,91.9,6,4.0,1019.0,48.0,8540000.0,9.1,65.0,105.0,720,54.0
997,The Joker (Six Flags New England),Other,Unknown,S&S – Sansei Technologies,4D Free Spin,Chain lift hill,5 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,Alan Schilke,2017,40.2864,-76.6531,Steel,Unknown,38.0,91.9,6,4.0,1019.0,48.0,8540000.0,9.1,65.0,105.0,720,54.0
998,The Joker (Six Flags Over Texas),Other,Unknown,S&S – Sansei Technologies,4D Free Spin,Chain lift hill,5 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,Alan Schilke,2017,40.2864,-76.6531,Steel,Unknown,38.0,91.9,6,4.0,1019.0,48.0,8540000.0,9.1,65.0,105.0,720,54.0
999,Wave Breaker: The Rescue Coaster,SeaWorld San Antonio,Operating,Intamin,Family Launch Coaster,Unknown,3 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,SeaWorld Parks & Entertainment,2017,29.4553,-98.6961,Steel,2017-06-16,44.0,91.9,0,4.0,2600.0,48.0,18000000.0,9.1,65.0,105.0,886,92.0
1000,Adrenaline Peak,Oaks Amusement Park,Operating,Gerstlauer,320,Chain lift hill,3 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,Unknown,2018,45.4716,-122.6623,Steel,2018-03-24,45.0,91.9,3,4.0,1050.0,48.0,5000000.0,9.1,97.0,105.0,1080,70.0
1001,Electric Eel (roller coaster),SeaWorld San Diego,Operating,Premier Rides,Sky Rocket II,LSM Launch,Single train with 3 cars. Riders are arranged 2 across in 3 rows for a total of 18 riders per train.,Unknown,2018,32.765,-117.224,Steel,2018-05-10,62.0,91.9,1,4.0,863.0,54.0,8540000.0,9.1,65.0,45.0,720,135.0
1002,Fēnix (roller coaster),Toverland,Operating,Bolliger & Mabillard,Wing Coaster,Chain,2 trains with 6 cars. Riders are arranged 4 across in a single row for a total of 24 riders per train.,Unknown,2018,51.3997,5.985,Steel,2018-07-07,59.0,91.9,3,5.0,2667.0,51.968503937007874,14300000.000000002,9.1,65.0,105.0,1000,92.0
1003,HangTime (roller coaster),Knott's Berry Farm,Operating,Gerstlauer,Infinity Coaster,Vertical chain lift hill,3 trains with 4 cars. Riders are arranged 4 across in a single row for a total of 16 riders per train.,Unknown,2018,33.8448,-118.0015,Steel,2018-05-18,57.0,91.9,5,4.0,2198.0,18.89763779527559,8540000.0,9.1,96.0,105.0,800,92.0
1004,Hyperion (roller coaster),Energylandia,Operating,Intamin,Mega coaster,Chain lift hill[2],2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Unknown,2018,40.2864,-76.6531,Steel,2018-07-14,88.2,252.6,1,4.8,4760.0,55.118110236220474,8540000.0,9.1,85.0,105.0,1300,269.0
1005,Icon (roller coaster),Blackpool Pleasure Beach,Operating,Mack Rides,Launch Coaster (Custom),LSM-launch (x2),3 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,Mack Rides GmbH & Co. KG,2018,53.7903,-3.0556,Steel,2018-05-25,52.8,91.9,1,4.3,3750.0,51.2,20312500.0,9.1,65.0,161.0,1080,82.0
1006,Incredicoaster,Disney California Adventure,Operating,Intamin,Looping Coaster,Linear induction motor (LIM)[1],7 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Walt Disney Imagineering,2018,33.8046,-117.9218,Steel,2001-02-08,55.0,91.9,1,4.0,6072.0,48.0,60000000.0,5.46,65.0,156.0,1080,108.0
1007,Merlin's Mayhem,Dutch Wonderland,Operating,S&S – Sansei Technologies,Family Inverted Coaster,Chain lift hill,Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Joe Draves,2018,40.0287,-76.2186,Steel,2018-04-28,49.7,91.9,0,4.0,1300.0,39.0,7500000.0,9.1,65.0,60.0,1080,92.0
1008,RailBlazer,California's Great America,Operating,Rocky Mountain Construction,Raptor - Prototype (Mirror),Chain lift hill,3 trains with 8 cars. Riders are arranged 1 across in a single row for a total of 8 riders per train.,Alan Schilke,2018,37.3951,-121.9737,Steel,2018-06-14,52.0,91.9,3,4.0,1800.0,48.0,8540000.0,9.1,90.0,105.0,600,100.0
1009,RC Racer,Other,Unknown,Intamin,Half Pipe Coaster,LSM,Single train with a single car. Riders are arranged 4 across in 5 rows for a total of 20 riders per train.,Walt Disney Imagineering,2018,40.2864,-76.6531,Steel,Unknown,49.7,82.0,0,4.0,269.0,11.0,8540000.0,9.1,65.0,105.0,1080,92.0
1010,Slinky Dog Dash,Disney's Hollywood Studios,Operating,Mack Rides,Unknown,Unknown,"4 trains with five cars. Riders are arranged 2 across in 2 rows (except for the last car), for a total of 18 riders per train.",Walt Disney Imagineering,2018,28.3594,-81.5607,Steel,2018-06-30,40.0,91.9,0,4.0,2300.0,38.0,8540000.0,9.1,65.0,120.0,1080,92.0
1011,Steel Vengeance,Cedar Point,Operating,Rocky Mountain Construction,I-Box Track,Chain lift,3 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Alan Schilke,2018,41.4862,-82.6933,Steel,2018-05-05,74.0,91.9,4,4.0,5740.0,51.968503937007874,8540000.0,9.1,90.0,150.0,1200,200.0
1012,Tantrum (roller coaster),Six Flags Darien Lake,Operating,Gerstlauer,Euro-Fighter,Chain lift hill,3 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,Unknown,2018,42.9294,-78.3849,Steel,2018-05-25,52.8,91.9,3,4.0,1246.7,18.89763779527559,8540000.0,9.1,97.0,60.0,1080,92.0
1013,Tiki-Waka (roller coaster),Walibi Belgium,Operating,Gerstlauer,Bobsled Coaster,Chain lift hill,5 trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,Unknown,2018,50.6971,4.5871,Steel,2018-04-07,34.2,91.9,0,4.0,1850.4,3.0,8580000.0,9.1,65.0,110.0,600,92.0
1014,Time Traveler (roller coaster),Silver Dollar City,Operating,Mack Rides,Xtreme Spinning Coaster,Two LSM launches,3 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,Unknown,2018,36.669,-93.3377,Steel,2018-03-14,50.3,91.9,3,4.0,3020.0,51.181102362204726,26000000.0,9.1,90.0,117.0,1080,90.0
1015,Twisted Cyclone,Six Flags Over Georgia,Operating,Rocky Mountain Construction,I-Box,Chain,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Alan Schilke,2018,33.7703,-84.5522,Steel,2018-05-25,50.0,91.9,3,4.0,2400.0,48.0,8540000.0,9.1,75.0,105.0,1080,92.0
1016,Twisted Timbers,Kings Dominion,Operating,Rocky Mountain Construction,I-Box,Chain lift hill,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Alan Schilke,2018,40.2864,-76.6531,Steel,2018-03-24,54.0,91.9,3,4.0,3351.0,48.0,8540000.0,9.1,65.0,105.0,1080,109.0
1017,Valkyria (roller coaster),Liseberg,Operating,Bolliger & Mabillard,Dive Coaster,Unknown,3 trains with 3 cars. Riders are arranged 6 across in a single row for a total of 18 riders per train.,Unknown,2018,57.6932,11.9953,Steel,2018-08-10,65.2,91.9,3,4.0,2296.6,4.0,8540000.0,9.1,65.0,105.0,1100,164.0
1018,Wicker Man (roller coaster),Alton Towers,Operating,Great Coasters International,Unknown,Chain lift hill,3 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,Skyline Design LLC,2018,52.9889,-1.8886,Wood,2018-03-20,43.6,91.9,0,4.0,2608.3,11.0,20000000.0,9.1,65.0,110.0,952,72.2
1019,Wonder Woman Coaster,Six Flags Mexico,Operating,S&S – Sansei Technologies,4D Free Spin,Chain lift hill,5 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,Unknown,2018,19.2935,-99.2058,Steel,2018-06-01,38.0,91.9,6,4.0,1019.0,48.0,8540000.0,9.1,65.0,105.0,720,54.0
1020,Wonder Woman Golden Lasso Coaster,Six Flags Fiesta Texas,Operating,Rocky Mountain Construction,Raptor – Prototype,Chain lift hill,3 trains with 8 cars. Riders are arranged 1 across in a single row for a total of 8 riders per train.,Alan Schilke,2018,29.5951,-98.6085,Steel,2018-05-12,52.0,91.9,3,4.0,1800.0,48.0,8540000.0,9.1,90.0,105.0,600,100.0
1021,Batman: The Ride (S&S Free Spin),Other,Unknown,S&S – Sansei Technologies,4D Free Spin,Chain lift hill,5 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,Alan Schilke,2019,40.2864,-76.6531,Steel,Unknown,38.0,91.9,6,4.0,1019.0,48.0,8540000.0,9.1,65.0,105.0,720,54.0
1022,Copperhead Strike,Carowinds,Operating,Mack Rides GmbH & Co KG,Launch Coaster,LSM launch,3 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,Unknown,2019,35.1011,-80.9426,Steel,2019-03-23,50.0,91.9,5,4.0,3255.0,52.0,26000000.0,7.51,65.0,144.0,1200,92.0
1023,Desmo Race,Other,Operating,Maurer AG,Spike Dragster,Powered,12 trains with a single car. Riders are arranged 1 across in 2 rows for a total of 2 riders per train.,Unknown,2019,44.3389,12.2636,Steel,2019-07-25,49.7,91.9,0,1.2,1722.4,48.0,8540000.0,9.1,65.0,60.0,1000,92.0
1024,Dragonflier,Dollywood,Operating,Vekoma,Suspended Family Coaster (453m),Drive tire,Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Unknown,2019,35.7977,-83.5312,Steel,2019-05-10,46.6,91.9,0,3.5,1486.2,39.0,8540000.0,9.1,65.0,60.0,720,92.0
1025,Dynamite (Freizeitpark Plohn),Freizeitpark Plohn,Unknown,Mack Rides,BigDipper,Lift hill,Unknown,Unknown,2019,40.2864,-76.6531,Steel,2019-05-18,62.1,144.4,3,4.0,1600.0,48.0,8540000.0,9.1,65.0,68.0,1080,92.0
